headline,body,location,time_published,Text
Age is not the only risk for severe coronavirus disease,"WASHINGTON: Older people remain most at risk of dying as the new coronavirus continues its rampage around the globe, but theyâ€™re far from the only ones vulnerable. One of...",Environment ,"29 Mar, 2020 ",age risk severe coronavirus disease washington older people remain risk dying new coronavirus continues rampage around globe far one vulnerable. one of...
Potential coronavirus treatment granted rare disease status,"WASHINGTON: The pharmaceutical giant that makes a promising coronavirus drug has registered it as a rare disease treatment with US regulators, a status that can potentially...",Environment ,"25 Mar, 2020 ",potential coronavirus treatment granted rare disease status washington pharmaceutical giant make promising coronavirus drug registered rare disease treatment u regulator status potentially...
No evidence ibuprofen worsens coronavirus: health agencies,LONDON: The World Health Organization and other leading agencies say there is no evidence to support the suggestion that ibuprofen might worsen the symptoms of...,Environment ,"21 Mar, 2020 ",evidence ibuprofen worsens coronavirus health agency london world health organization leading agency say evidence support suggestion ibuprofen might worsen symptom of...
"Walk, cycle or drive? Coronavirus shakes up urban transport",LONDON: Cycling used to be a leisure activity for Raj Anand but in recent weeks he has biked across London every day to avoid crowded public transport as worries over...,Environment ,"14 Mar, 2020 ",walk cycle drive coronavirus shake urban transport london cycling used leisure activity raj anand recent week biked across london every day avoid crowded public transport worry over...
WHO officials rethink epidemic messaging amid pandemic debate,"LONDON: The World Health Organization is considering changing the way it classifies and describes international epidemics, amid a protracted public debate over whether to...",Environment ,"13 Mar, 2020 ",official rethink epidemic messaging amid pandemic debate london world health organization considering changing way classifies describes international epidemic amid protracted public debate whether to...
"Flu and coronavirus: Similar symptoms, different fears","NEW YORK: Is it the flu, a cold or the new coronavirus? Patients and doctors alike are parsing signs of illness to figure out who needs what tests or care and how worried...",Environment ,"11 Mar, 2020 ",flu coronavirus similar symptom different fear new york flu cold new coronavirus patient doctor alike parsing sign illness figure need test care worried...
COVID-19 could be the first pandemic in history that could be controlled: WHO Director-General,"KATHMANDU: World Health Organisation (WHO) Director-General, Tedros Adhanom, in his opening remarks at the media briefing on COVID-19, said that the COVID-19 could be the...",Environment ,"10 Mar, 2020 ",covid could first pandemic history could controlled director general kathmandu world health organisation director general tedros adhanom opening remark medium briefing covid said covid could the...
Florence Nightingale show presents nursing pioneer who told us to wash hands,"LONDON: Victorian Britain took Florence Nightingale into its heart as the ""Lady with the Lamp"" who tended wounded soldiers, but a new exhibition shows her as a tough...",Environment ,"06 Mar, 2020 ",florence nightingale show present nursing pioneer told u wash hand london victorian britain took florence nightingale heart lady lamp tended wounded soldier new exhibition show tough...
Researchers identify two coronavirus types as China cases dwindle,SHANGHAI: Scientists in China studying the viral disease outbreak's origin said they had found that two main types of the new coronavirus could be causing...,Environment ,"04 Mar, 2020 ",researcher identify two coronavirus type china case dwindle shanghai scientist china studying viral disease outbreak origin said found two main type new coronavirus could causing...
"New virus: More than 89,000 infected, over 3,000 dead","BEIJING: A new virus first detected in China has infected more than 89,000 people globally and caused over 3,000 deaths. The World Health Organization has named the...",Environment ,"02 Mar, 2020 ",new virus infected dead beijing new virus first detected china infected people globally caused deaths. world health organization named the...
Infections climb in South Korea as world fights virus,"SEOUL: South Korea reported an eight-fold jump in viral infections Saturday with more than 400 cases mostly linked to a church and a hospital, while the death toll in...",Environment ,"23 Feb, 2020 ",infection climb south korea world fight virus seoul south korea reported eight fold jump viral infection saturday case mostly linked church hospital death toll in...
"New virus has infected more than 75,000 people globally","BEIJING: A viral outbreak that began in China has infected more than 75,000 people globally. The World Health Organization has named the illness COVID-19, referring...",Environment ,"19 Feb, 2020 ",new virus infected people globally beijing viral outbreak began china infected people globally. world health organization named illness covid referring...
Why your Valentine might want hot chocolate for that walk on the beach,"Drinking cocoa rich in flavonols - plant compounds also found in fruits, vegetables and tea - might make walking easier for some older adults with poor circulation, a study...",Environment ,"14 Feb, 2020 ",valentine might want hot chocolate walk beach drinking cocoa rich flavonols plant compound also found fruit vegetable tea might make walking easier older adult poor circulation study...
"China still mostly closed down as virus deaths pass 1,000","BEIJING: China remains mostly closed for business, as the daily death toll from a new virus topped 100 for the first time, pushing the total above 1,000.
Despite the...",Environment ,"11 Feb, 2020 ",china still mostly closed virus death pas beijing china remains mostly closed business daily death toll new virus topped first time pushing total . despite the...
