headline,body,location,time_published
A black hole dubbed 'the Unicorn' may be galaxy's smallest one,Scientists have discovered what may be the smallest-known black hole in the Milky Way galaxy and the closest to our solar system - an object so curious that they nicknamed it 'the Unicorn.',Science and Tech,"23 Apr, 2021 "
"NASA's Mars helicopter soars higher, longer on 2nd flight","NASA's little Mars helicopter aced its second test flight Thursday, soaring even higher and longer than before.",Science and Tech,"23 Apr, 2021 "
NASA extracts breathable oxygen from thin Martian air,"NASA has logged another extraterrestrial first on its latest mission to Mars: converting carbon dioxide from the Martian atmosphere into pure, breathable oxygen, the US space agency said on Wednesday.",Science and Tech,"22 Apr, 2021 "
NASA's Ingenuity makes history on Monday with successful first flight on another planet,"NASA has received the realtime data from Mars confirming that the helicopter 'Ingenuity' has successfully taken the first ever powered, controlled flight in another planet -",Science and Tech,"19 Apr, 2021 "
NASA reschedules controlled flight of Ingenuity on Mars; attempt no sooner than Monday,"Ingenuity, NASA's tiny Mars helicopter will be taking its first flight on Monday, April 19 at approximately 3:30 am EDT (1:15 pm in Kathmandu).",Science and Tech,"18 Apr, 2021 "
"SpaceX picked for moonwalkers, on verge of 3rd crew launch",NASA chose SpaceX on Friday to build the lunar lander that will eventually put the first woman and person of color on the moon.,Science and Tech,"17 Apr, 2021 "
Coinbase is here: A digital currency exchange goes public,Wall Street will be focused on Coinbase Wednesday with the digital currency exchange becoming a publicly traded company.,Science and Tech,"14 Apr, 2021 "
Mars helicopter Touchdown confirmed: Ingenuity is now on its own,NASA Jet Propulsion Laboratory confirmed that Mars Helicopter Ingenuity has successfully set its foot on the red planet -,Science and Tech,"04 Apr, 2021 "
Facebook data on more than 500M accounts found online,Details from more than 500 million Facebook users have been found available on a website for hackers.,Science and Tech,"04 Apr, 2021 "
"SpaceX launches test rocket, breaks apart before landing","SpaceX chalked up another failed landing Tuesday for its futuristic, bullet-shaped Starship, as the prototype Mars rocket broke apart right before touchdown.",Science and Tech,"31 Mar, 2021 "
NASA gives all clear: Earth safe from asteroid for 100 years,"Whew, now here's some good cosmic news: NASA has given Earth the all clear for the next century from a particularly menacing asteroid.",Science and Tech,"27 Mar, 2021 "
PUBG Mobile reports 1 billion accumulated downloads since 2018 launch,"Chinese tech giant Tencent said on Thursday its cellphone action game PUBG Mobile has surpassed 1 billion accumulated downloads outside China, making it one of the most successful games worldwide.",Science and Tech,"25 Mar, 2021 "
NASA completes major test on rocket that could take humans back to the moon,Aerospace firms on Thursday credited NASA with a successful test of engines on a Boeing-built rocket for Artemis missions that aim to return US astronauts to the moon by 2024.,Science and Tech,"19 Mar, 2021 "
No cigar: Interstellar object is cookie-shaped planet shard,Our solar system’s first known interstellar visitor is neither a comet nor asteroid as first suspected and looks nothing like a cigar. A new study says the mystery object is likely a remnant of a Pluto-like world and shaped like a cookie.,Science and Tech,"18 Mar, 2021 "
Facebook to label all posts about COVID-19 vaccines,"Facebook Inc, which has been criticized by lawmakers and researchers for allowing vaccine misinformation to spread on its platforms, said on Monday it has started adding labels to posts that discuss the safety of the shots and will soon label all posts about the vaccines.",Science and Tech,"15 Mar, 2021 "
Spacewalkers take extra safety precautions for toxic ammonia,Spacewalking astronauts had to take extra safety precautions Saturday after possibly getting toxic ammonia on their suits from the International Space Station's external cooling system.,Science and Tech,"14 Mar, 2021 "
Netflix tests out a possible password-sharing crackdown,"Netflix is testing a way to crack down on password sharing. The popular streaming service has been using popups to ask some users to verify their account via email or text, or to ""verify later.""",Science and Tech,"13 Mar, 2021 "
"Up to 60,000 computer systems exposed in Germany to Microsoft flaw: BSI","As many as 60,000 computer systems in Germany were exposed to a flaw that allows unauthorized users to access systems in Microsoft Corp’s email software, the head of its cybersecurity watchdog said on Wednesday.",Science and Tech,"11 Mar, 2021 "
China and Russia collaborate to launch lunar research station,"China and Russia are collaborating to construct an International Lunar Research Station, possibly on lunar surface or the lunar orbit -",Science and Tech,"10 Mar, 2021 "
Mars on Earth: Turkish lake may hold clues to ancient life on planet,"As NASA’s rover Perseverance explores the surface of Mars, scientists hunting for signs of ancient life on the distant planet are using data gathered on a mission much closer to home at a lake in southwest Turkey.",Science and Tech,"10 Mar, 2021 "
NASA-SpaceX launch of next International Space Station crew pushed to April 22,"The next launch window for a NASA crew to the International Space Station aboard a SpaceX rocket has been pushed back by at least another two days, to no earlier than April 22, the space agency said.",Science and Tech,"09 Mar, 2021 "
"NASA's Perseverance rover on a roll on Mars, sends its footprints to Earth","According to NASA, Perseverance has passed the mobility test and performed 'suberbly' in the same -",Science and Tech,"06 Mar, 2021 "
Alien 'super-Earth' may offer clues about atmospheres on distant worlds,Scientists have spotted a planet orbiting a star relatively near our solar system that may offer a prime opportunity to study the atmosphere of a rocky Earth-like alien world - the type of research that could aid the hunt for extraterrestrial life.,Science and Tech,"05 Mar, 2021 "
Mars joins the Pleiades star cluster with Aldebaran and Betelgeuse in sight,"For a few days in the beginning of March, Mars will be seen alongside the Pleiades star cluster (also known as Seven Sisters), near the constellation Taurus, during the few hours after sunset.",Science and Tech,"04 Mar, 2021 "
Painstaking study of 'Little Foot' fossil sheds light on human origins,"Sophisticated scanning technology is revealing intriguing secrets about Little Foot, the remarkable fossil of an early human forerunner that inhabited South Africa 3.67 million years ago during a critical juncture in our evolutionary history.",Science and Tech,"02 Mar, 2021 "
